Date,Sheet_Source,Metric,Value
01-07-2028,Detailed Metrics,Annual Plan Subscriber LTV,815.0512762
01-08-2028,Detailed Metrics,Annual Plan Subscriber LTV,814.0599158
01-09-2028,Detailed Metrics,Annual Plan Subscriber LTV,813.1445026
01-10-2028,Detailed Metrics,Annual Plan Subscriber LTV,812.2805276
01-11-2028,Detailed Metrics,Annual Plan Subscriber LTV,811.4564491
01-12-2028,Detailed Metrics,Annual Plan Subscriber LTV,810.6883322
01-01-2024,Detailed Metrics,Blended LTV (Monthly),481.773399
01-02-2024,Detailed Metrics,Blended LTV (Monthly),493.0301532
01-03-2024,Detailed Metrics,Blended LTV (Monthly),502.2660099
01-04-2024,Detailed Metrics,Blended LTV (Monthly),510.9041901
01-05-2024,Detailed Metrics,Blended LTV (Monthly),518.9440994
01-06-2024,Detailed Metrics,Blended LTV (Monthly),526.1931365
01-07-2024,Detailed Metrics,Blended LTV (Monthly),532.2571967
01-08-2024,Detailed Metrics,Blended LTV (Monthly),537.8259866
01-09-2024,Detailed Metrics,Blended LTV (Monthly),542.4962406
01-10-2024,Detailed Metrics,Blended LTV (Monthly),546.7276566
01-11-2024,Detailed Metrics,Blended LTV (Monthly),550.3890445
01-12-2024,Detailed Metrics,Blended LTV (Monthly),553.604321
01-01-2025,Detailed Metrics,Blended LTV (Monthly),552.7678961
01-02-2025,Detailed Metrics,Blended LTV (Monthly),551.7716091
01-03-2025,Detailed Metrics,Blended LTV (Monthly),550.6902546
01-04-2025,Detailed Metrics,Blended LTV (Monthly),549.4662582
01-05-2025,Detailed Metrics,Blended LTV (Monthly),548.056552
01-06-2025,Detailed Metrics,Blended LTV (Monthly),546.3469003
01-07-2025,Detailed Metrics,Blended LTV (Monthly),544.3708609
01-08-2025,Detailed Metrics,Blended LTV (Monthly),542.1665175
01-09-2025,Detailed Metrics,Blended LTV (Monthly),539.8434762
01-10-2025,Detailed Metrics,Blended LTV (Monthly),537.2965473
01-11-2025,Detailed Metrics,Blended LTV (Monthly),534.5140515
01-12-2025,Detailed Metrics,Blended LTV (Monthly),531.6160714
01-01-2026,Detailed Metrics,Blended LTV (Monthly),523.7114666
01-02-2026,Detailed Metrics,Blended LTV (Monthly),516.2348716
01-03-2026,Detailed Metrics,Blended LTV (Monthly),509.0669225
01-04-2026,Detailed Metrics,Blended LTV (Monthly),502.1533729
01-05-2026,Detailed Metrics,Blended LTV (Monthly),495.5526149
01-06-2026,Detailed Metrics,Blended LTV (Monthly),489.2369351
01-07-2026,Detailed Metrics,Blended LTV (Monthly),483.1786319
01-08-2026,Detailed Metrics,Blended LTV (Monthly),477.2654233
01-09-2026,Detailed Metrics,Blended LTV (Monthly),471.5251171
01-10-2026,Detailed Metrics,Blended LTV (Monthly),465.9527072
01-11-2026,Detailed Metrics,Blended LTV (Monthly),460.5877727
01-12-2026,Detailed Metrics,Blended LTV (Monthly),455.3474406
01-01-2027,Detailed Metrics,Blended LTV (Monthly),450.1902125
01-02-2027,Detailed Metrics,Blended LTV (Monthly),445.1815891
01-03-2027,Detailed Metrics,Blended LTV (Monthly),440.2944984
01-04-2027,Detailed Metrics,Blended LTV (Monthly),435.4962213
01-05-2027,Detailed Metrics,Blended LTV (Monthly),430.806418
01-06-2027,Detailed Metrics,Blended LTV (Monthly),426.2371432
01-07-2027,Detailed Metrics,Blended LTV (Monthly),421.7535872
01-08-2027,Detailed Metrics,Blended LTV (Monthly),417.3721631
01-09-2027,Detailed Metrics,Blended LTV (Monthly),413.0812678
01-10-2027,Detailed Metrics,Blended LTV (Monthly),408.868792
01-11-2027,Detailed Metrics,Blended LTV (Monthly),404.7262283
01-12-2027,Detailed Metrics,Blended LTV (Monthly),400.668989
01-01-2028,Detailed Metrics,Blended LTV (Monthly),396.6934886
01-02-2028,Detailed Metrics,Blended LTV (Monthly),392.7773045
01-03-2028,Detailed Metrics,Blended LTV (Monthly),388.9173042
01-04-2028,Detailed Metrics,Blended LTV (Monthly),385.137776
01-05-2028,Detailed Metrics,Blended LTV (Monthly),381.414893
01-06-2028,Detailed Metrics,Blended LTV (Monthly),377.747237
01-07-2028,Detailed Metrics,Blended LTV (Monthly),374.1444524
01-08-2028,Detailed Metrics,Blended LTV (Monthly),370.5984801
01-09-2028,Detailed Metrics,Blended LTV (Monthly),367.1086678
01-10-2028,Detailed Metrics,Blended LTV (Monthly),363.6679889
01-11-2028,Detailed Metrics,Blended LTV (Monthly),360.2777669
01-12-2028,Detailed Metrics,Blended LTV (Monthly),356.9427609
01-01-2024,Detailed Metrics,Monthly Plan Subscriber Payback Period (Months),3.333333333
01-02-2024,Detailed Metrics,Monthly Plan Subscriber Payback Period (Months),3.333333333
01-03-2024,Detailed Metrics,Monthly Plan Subscriber Payback Period (Months),3.333333333
01-04-2024,Detailed Metrics,Monthly Plan Subscriber Payback Period (Months),3.166666667
01-05-2024,Detailed Metrics,Monthly Plan Subscriber Payback Period (Months),3.166666667
01-06-2024,Detailed Metrics,Monthly Plan Subscriber Payback Period (Months),3.166666667
01-07-2024,Detailed Metrics,Monthly Plan Subscriber Payback Period (Months),3.008333333
01-08-2024,Detailed Metrics,Monthly Plan Subscriber Payback Period (Months),3.008333333
01-09-2024,Detailed Metrics,Monthly Plan Subscriber Payback Period (Months),3.008333333
01-10-2024,Detailed Metrics,Monthly Plan Subscriber Payback Period (Months),2.857916667
01-11-2024,Detailed Metrics,Monthly Plan Subscriber Payback Period (Months),2.857916667
01-12-2024,Detailed Metrics,Monthly Plan Subscriber Payback Period (Months),2.857916667
01-01-2025,Detailed Metrics,Monthly Plan Subscriber Payback Period (Months),2.715020833
01-02-2025,Detailed Metrics,Monthly Plan Subscriber Payback Period (Months),2.715020833
01-03-2025,Detailed Metrics,Monthly Plan Subscriber Payback Period (Months),2.715020833
01-04-2025,Detailed Metrics,Monthly Plan Subscriber Payback Period (Months),2.579269792
01-05-2025,Detailed Metrics,Monthly Plan Subscriber Payback Period (Months),2.579269792
01-06-2025,Detailed Metrics,Monthly Plan Subscriber Payback Period (Months),2.579269792
01-07-2025,Detailed Metrics,Monthly Plan Subscriber Payback Period (Months),2.450306302
01-08-2025,Detailed Metrics,Monthly Plan Subscriber Payback Period (Months),2.450306302
01-09-2025,Detailed Metrics,Monthly Plan Subscriber Payback Period (Months),2.450306302
01-10-2025,Detailed Metrics,Monthly Plan Subscriber Payback Period (Months),2.327790987
01-11-2025,Detailed Metrics,Monthly Plan Subscriber Payback Period (Months),2.327790987
01-12-2025,Detailed Metrics,Monthly Plan Subscriber Payback Period (Months),2.327790987
01-01-2026,Detailed Metrics,Monthly Plan Subscriber Payback Period (Months),2.211401438
01-02-2026,Detailed Metrics,Monthly Plan Subscriber Payback Period (Months),2.211401438
01-03-2026,Detailed Metrics,Monthly Plan Subscriber Payback Period (Months),2.211401438
01-04-2026,Detailed Metrics,Monthly Plan Subscriber Payback Period (Months),2.100831366
01-05-2026,Detailed Metrics,Monthly Plan Subscriber Payback Period (Months),2.100831366
01-06-2026,Detailed Metrics,Monthly Plan Subscriber Payback Period (Months),2.100831366
01-07-2026,Detailed Metrics,Monthly Plan Subscriber Payback Period (Months),1.995789797
01-08-2026,Detailed Metrics,Monthly Plan Subscriber Payback Period (Months),1.995789797
01-09-2026,Detailed Metrics,Monthly Plan Subscriber Payback Period (Months),1.995789797
01-10-2026,Detailed Metrics,Monthly Plan Subscriber Payback Period (Months),1.896000308
01-11-2026,Detailed Metrics,Monthly Plan Subscriber Payback Period (Months),1.896000308
01-12-2026,Detailed Metrics,Monthly Plan Subscriber Payback Period (Months),1.896000308
01-01-2027,Detailed Metrics,Monthly Plan Subscriber Payback Period (Months),1.801200292
01-02-2027,Detailed Metrics,Monthly Plan Subscriber Payback Period (Months),1.801200292
01-03-2027,Detailed Metrics,Monthly Plan Subscriber Payback Period (Months),1.801200292
01-04-2027,Detailed Metrics,Monthly Plan Subscriber Payback Period (Months),1.711140278
01-05-2027,Detailed Metrics,Monthly Plan Subscriber Payback Period (Months),1.711140278
01-06-2027,Detailed Metrics,Monthly Plan Subscriber Payback Period (Months),1.711140278
01-07-2027,Detailed Metrics,Monthly Plan Subscriber Payback Period (Months),1.625583264
01-08-2027,Detailed Metrics,Monthly Plan Subscriber Payback Period (Months),1.625583264
01-09-2027,Detailed Metrics,Monthly Plan Subscriber Payback Period (Months),1.625583264
01-10-2027,Detailed Metrics,Monthly Plan Subscriber Payback Period (Months),1.544304101
01-11-2027,Detailed Metrics,Monthly Plan Subscriber Payback Period (Months),1.544304101
01-12-2027,Detailed Metrics,Monthly Plan Subscriber Payback Period (Months),1.544304101
01-01-2028,Detailed Metrics,Monthly Plan Subscriber Payback Period (Months),1.467088896
01-02-2028,Detailed Metrics,Monthly Plan Subscriber Payback Period (Months),1.467088896
01-03-2028,Detailed Metrics,Monthly Plan Subscriber Payback Period (Months),1.467088896
01-04-2028,Detailed Metrics,Monthly Plan Subscriber Payback Period (Months),1.393734451
01-05-2028,Detailed Metrics,Monthly Plan Subscriber Payback Period (Months),1.393734451
01-06-2028,Detailed Metrics,Monthly Plan Subscriber Payback Period (Months),1.393734451
01-07-2028,Detailed Metrics,Monthly Plan Subscriber Payback Period (Months),1.324047728
01-08-2028,Detailed Metrics,Monthly Plan Subscriber Payback Period (Months),1.324047728
01-09-2028,Detailed Metrics,Monthly Plan Subscriber Payback Period (Months),1.324047728
01-10-2028,Detailed Metrics,Monthly Plan Subscriber Payback Period (Months),1.257845342
01-11-2028,Detailed Metrics,Monthly Plan Subscriber Payback Period (Months),1.257845342
01-12-2028,Detailed Metrics,Monthly Plan Subscriber Payback Period (Months),1.257845342
01-01-2024,Detailed Metrics,Annual Plan Subscriber Payback Period (Months),7.272727273
01-02-2024,Detailed Metrics,Annual Plan Subscriber Payback Period (Months),7.272727273
01-03-2024,Detailed Metrics,Annual Plan Subscriber Payback Period (Months),7.272727273
01-04-2024,Detailed Metrics,Annual Plan Subscriber Payback Period (Months),7.054545455
01-05-2024,Detailed Metrics,Annual Plan Subscriber Payback Period (Months),7.054545455
01-06-2024,Detailed Metrics,Annual Plan Subscriber Payback Period (Months),7.054545455
01-07-2024,Detailed Metrics,Annual Plan Subscriber Payback Period (Months),6.842909091
01-08-2024,Detailed Metrics,Annual Plan Subscriber Payback Period (Months),6.842909091
01-09-2024,Detailed Metrics,Annual Plan Subscriber Payback Period (Months),6.842909091
01-10-2024,Detailed Metrics,Annual Plan Subscriber Payback Period (Months),6.637621818
01-11-2024,Detailed Metrics,Annual Plan Subscriber Payback Period (Months),6.637621818
01-12-2024,Detailed Metrics,Annual Plan Subscriber Payback Period (Months),6.637621818
01-01-2025,Detailed Metrics,Annual Plan Subscriber Payback Period (Months),6.438493164
01-02-2025,Detailed Metrics,Annual Plan Subscriber Payback Period (Months),6.438493164
01-03-2025,Detailed Metrics,Annual Plan Subscriber Payback Period (Months),6.438493164
01-04-2025,Detailed Metrics,Annual Plan Subscriber Payback Period (Months),6.245338369
01-05-2025,Detailed Metrics,Annual Plan Subscriber Payback Period (Months),6.245338369
01-06-2025,Detailed Metrics,Annual Plan Subscriber Payback Period (Months),6.245338369
01-07-2025,Detailed Metrics,Annual Plan Subscriber Payback Period (Months),6.057978218
01-08-2025,Detailed Metrics,Annual Plan Subscriber Payback Period (Months),6.057978218
01-09-2025,Detailed Metrics,Annual Plan Subscriber Payback Period (Months),6.057978218
01-10-2025,Detailed Metrics,Annual Plan Subscriber Payback Period (Months),5.876238871
01-11-2025,Detailed Metrics,Annual Plan Subscriber Payback Period (Months),5.876238871
01-12-2025,Detailed Metrics,Annual Plan Subscriber Payback Period (Months),5.876238871
01-01-2026,Detailed Metrics,Annual Plan Subscriber Payback Period (Months),5.767075768
01-02-2026,Detailed Metrics,Annual Plan Subscriber Payback Period (Months),5.828902003
01-03-2026,Detailed Metrics,Annual Plan Subscriber Payback Period (Months),5.887235832
01-04-2026,Detailed Metrics,Annual Plan Subscriber Payback Period (Months),5.763693755
01-05-2026,Detailed Metrics,Annual Plan Subscriber Payback Period (Months),5.813196815
01-06-2026,Detailed Metrics,Annual Plan Subscriber Payback Period (Months),5.859039909
01-07-2026,Detailed Metrics,Annual Plan Subscriber Payback Period (Months),5.72420749
01-08-2026,Detailed Metrics,Annual Plan Subscriber Payback Period (Months),5.762858276
01-09-2026,Detailed Metrics,Annual Plan Subscriber Payback Period (Months),5.79903299
01-10-2026,Detailed Metrics,Annual Plan Subscriber Payback Period (Months),5.658540896
01-11-2026,Detailed Metrics,Annual Plan Subscriber Payback Period (Months),5.689194701
01-12-2026,Detailed Metrics,Annual Plan Subscriber Payback Period (Months),5.717964907
01-01-2027,Detailed Metrics,Annual Plan Subscriber Payback Period (Months),5.573169374
01-02-2027,Detailed Metrics,Annual Plan Subscriber Payback Period (Months),5.597671631
01-03-2027,Detailed Metrics,Annual Plan Subscriber Payback Period (Months),5.620539365
01-04-2027,Detailed Metrics,Annual Plan Subscriber Payback Period (Months),5.473053684
01-05-2027,Detailed Metrics,Annual Plan Subscriber Payback Period (Months),5.492813902
01-06-2027,Detailed Metrics,Annual Plan Subscriber Payback Period (Months),5.511023521
01-07-2027,Detailed Metrics,Annual Plan Subscriber Payback Period (Months),5.362253194
01-08-2027,Detailed Metrics,Annual Plan Subscriber Payback Period (Months),5.377486893
01-09-2027,Detailed Metrics,Annual Plan Subscriber Payback Period (Months),5.391690085
01-10-2027,Detailed Metrics,Annual Plan Subscriber Payback Period (Months),5.242946676
01-11-2027,Detailed Metrics,Annual Plan Subscriber Payback Period (Months),5.255318003
01-12-2027,Detailed Metrics,Annual Plan Subscriber Payback Period (Months),5.266793083
01-01-2028,Detailed Metrics,Annual Plan Subscriber Payback Period (Months),5.118906531
01-02-2028,Detailed Metrics,Annual Plan Subscriber Payback Period (Months),5.128453131
01-03-2028,Detailed Metrics,Annual Plan Subscriber Payback Period (Months),5.137520032
01-04-2028,Detailed Metrics,Annual Plan Subscriber Payback Period (Months),4.991427922
01-05-2028,Detailed Metrics,Annual Plan Subscriber Payback Period (Months),4.99903692
01-06-2028,Detailed Metrics,Annual Plan Subscriber Payback Period (Months),5.0062217
01-07-2028,Detailed Metrics,Annual Plan Subscriber Payback Period (Months),4.862386561
01-08-2028,Detailed Metrics,Annual Plan Subscriber Payback Period (Months),4.868307964
01-09-2028,Detailed Metrics,Annual Plan Subscriber Payback Period (Months),4.873788557
01-10-2028,Detailed Metrics,Annual Plan Subscriber Payback Period (Months),4.732603343
01-11-2028,Detailed Metrics,Annual Plan Subscriber Payback Period (Months),4.737409561
01-12-2028,Detailed Metrics,Annual Plan Subscriber Payback Period (Months),4.741898197
01-01-2024,Detailed Metrics,Blended Payback Period,4.747774481
01-02-2024,Detailed Metrics,Blended Payback Period,4.733663942
01-03-2024,Detailed Metrics,Blended Payback Period,4.714109818
01-04-2024,Detailed Metrics,Blended Payback Period,4.506182046
01-05-2024,Detailed Metrics,Blended Payback Period,4.492095157
01-06-2024,Detailed Metrics,Blended Payback Period,4.475011689
01-07-2024,Detailed Metrics,Blended Payback Period,4.2737218
01-08-2024,Detailed Metrics,Blended Payback Period,4.257803027
01-09-2024,Detailed Metrics,Blended Payback Period,4.236548101
01-10-2024,Detailed Metrics,Blended Payback Period,4.053423292
01-11-2024,Detailed Metrics,Blended Payback Period,4.03545289
01-12-2024,Detailed Metrics,Blended Payback Period,4.020849637
01-01-2025,Detailed Metrics,Blended Payback Period,3.837854417
01-02-2025,Detailed Metrics,Blended Payback Period,3.820424557
01-03-2025,Detailed Metrics,Blended Payback Period,3.799502992
01-04-2025,Detailed Metrics,Blended Payback Period,3.62701792
01-05-2025,Detailed Metrics,Blended Payback Period,3.608799746
01-06-2025,Detailed Metrics,Blended Payback Period,3.588881194
01-07-2025,Detailed Metrics,Blended Payback Period,3.422596125
01-08-2025,Detailed Metrics,Blended Payback Period,3.404262728
01-09-2025,Detailed Metrics,Blended Payback Period,3.386372375
01-10-2025,Detailed Metrics,Blended Payback Period,3.229191512
01-11-2025,Detailed Metrics,Blended Payback Period,3.211428354
01-12-2025,Detailed Metrics,Blended Payback Period,3.194120198
01-01-2026,Detailed Metrics,Blended Payback Period,3.0590527
01-02-2026,Detailed Metrics,Blended Payback Period,3.056254981
01-03-2026,Detailed Metrics,Blended Payback Period,3.051513208
01-04-2026,Detailed Metrics,Blended Payback Period,2.917289136
01-05-2026,Detailed Metrics,Blended Payback Period,2.910558584
01-06-2026,Detailed Metrics,Blended Payback Period,2.903233921
01-07-2026,Detailed Metrics,Blended Payback Period,2.771900062
01-08-2026,Detailed Metrics,Blended Payback Period,2.762319764
01-09-2026,Detailed Metrics,Blended Payback Period,2.752107704
01-10-2026,Detailed Metrics,Blended Payback Period,2.62598531
01-11-2026,Detailed Metrics,Blended Payback Period,2.615528813
01-12-2026,Detailed Metrics,Blended Payback Period,2.604302395
01-01-2027,Detailed Metrics,Blended Payback Period,2.482275161
01-02-2027,Detailed Metrics,Blended Payback Period,2.470961449
01-03-2027,Detailed Metrics,Blended Payback Period,2.459411213
01-04-2027,Detailed Metrics,Blended Payback Period,2.342335307
01-05-2027,Detailed Metrics,Blended Payback Period,2.330967931
01-06-2027,Detailed Metrics,Blended Payback Period,2.319607706
01-07-2027,Detailed Metrics,Blended Payback Period,2.208153068
01-08-2027,Detailed Metrics,Blended Payback Period,2.196730743
01-09-2027,Detailed Metrics,Blended Payback Period,2.185490338
01-10-2027,Detailed Metrics,Blended Payback Period,2.079530561
01-11-2027,Detailed Metrics,Blended Payback Period,2.06855147
01-12-2027,Detailed Metrics,Blended Payback Period,2.057709211
01-01-2028,Detailed Metrics,Blended Payback Period,1.957119805
01-02-2028,Detailed Metrics,Blended Payback Period,1.946514314
01-03-2028,Detailed Metrics,Blended Payback Period,1.936067268
01-04-2028,Detailed Metrics,Blended Payback Period,1.84086623
01-05-2028,Detailed Metrics,Blended Payback Period,1.830991555
01-06-2028,Detailed Metrics,Blended Payback Period,1.821152262
01-07-2028,Detailed Metrics,Blended Payback Period,1.731041121
01-08-2028,Detailed Metrics,Blended Payback Period,1.72171408
01-09-2028,Detailed Metrics,Blended Payback Period,1.712478247
01-10-2028,Detailed Metrics,Blended Payback Period,1.627379051
01-11-2028,Detailed Metrics,Blended Payback Period,1.618675848
01-12-2028,Detailed Metrics,Blended Payback Period,1.610151573
